C_Programming,regular,36,36
C_Programming,fast_track,24,24
C_Programming,crash,21,7
CPP,regular,16,16
CPP,fast_track,12,12
CPP,crash,10,6
DS,regular,16,16
DS,fast_track,12,12
DS,crash,10,6
Aptitude,regular,24,0
Aptitude,fast_track,24,0
Aptitude,crash,20,0
CF_OS,regular,18,0
CF_OS,fast_track,18,0
CF_OS,crash,18,0
DCN,regular,9,0
DCN,fast_track,9,0
DCN,crash,9,0
Big_Data_AI,regular,15,0
Big_Data_AI,fast_track,15,0
Big_Data_AI,crash,15,0
